model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,102,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,103,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,103,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DIOR ADDICT ULTRA GLOSS 765,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DIOR ADDICT ULTRA GLOSS 765' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",
gpt-4o-mini-2024-07-18,104,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,104,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DESOD JOHNSONS AERO FRESH ACTION 150ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,105,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
gpt-4o-mini-2024-07-18,105,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DEPIL VEET CREME CORPO PELE DEL 100ML UN/0001' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Outros",
